state,year,pop,startAge,endAge,ageGroup,cause,deaths,CDR
Idaho,2019,200808,50,55,50-54,Other External Causes,15,7.46982191944544e-5
Idaho,2019,200808,50,55,50-54,Other Respiratory,20,9.959762559260588e-5
Idaho,2019,200808,50,55,50-54,Suicide,30,1.493964383889088e-4
Idaho,2019,200808,50,55,50-54,Transport,16,7.967810047408469e-5
Idaho,2020,205910,50,55,50-54,All Causes,429,0.002083434510222913
Idaho,2020,205910,50,55,50-54,Circulatory,83,4.030887280850857e-4
Idaho,2020,205910,50,55,50-54,COVID-19,26,1.2626875819532805e-4
Idaho,2020,205910,50,55,50-54,Dementia,0,0
Idaho,2020,205910,50,55,50-54,Diabetes,12,5.827788839784372e-5
Idaho,2020,205910,50,55,50-54,Drugs,21,1.0198630469622651e-4
Idaho,2020,205910,50,55,50-54,External Causes,101,4.905055606818513e-4
Idaho,2020,205910,50,55,50-54,Homicide,0,0
Idaho,2020,205910,50,55,50-54,Influenza,0,0
Idaho,2020,205910,50,55,50-54,Neoplasms,83,4.030887280850857e-4
Idaho,2020,205910,50,55,50-54,Non COVID-19,403,0.001957165752027585
Idaho,2020,205910,50,55,50-54,Not Classified,0,0
Idaho,2020,205910,50,55,50-54,Other Causes,94,4.565101257831091e-4
Idaho,2020,205910,50,55,50-54,Other External Causes,17,8.256034189694527e-5
Idaho,2020,205910,50,55,50-54,Other Respiratory,17,8.256034189694527e-5
Idaho,2020,205910,50,55,50-54,Suicide,38,1.8454664659317178e-4
Idaho,2020,205910,50,55,50-54,Transport,17,8.256034189694527e-5
Idaho,2019,222244,55,60,55-59,All Causes,685,0.0030821979446014293
Idaho,2019,222244,55,60,55-59,Circulatory,152,6.839329745684923e-4
Idaho,2019,222244,55,60,55-59,COVID-19,0,0
Idaho,2019,222244,55,60,55-59,Dementia,0,0
Idaho,2019,222244,55,60,55-59,Diabetes,32,1.4398588938284047e-4
Idaho,2019,222244,55,60,55-59,Drugs,30,1.3498677129641294e-4
Idaho,2019,222244,55,60,55-59,External Causes,105,4.7245369953744534e-4
Idaho,2019,222244,55,60,55-59,Homicide,0,0
Idaho,2019,222244,55,60,55-59,Influenza,0,0
Idaho,2019,222244,55,60,55-59,Neoplasms,183,8.23419304908119e-4
Idaho,2019,222244,55,60,55-59,Non COVID-19,685,0.0030821979446014293
Idaho,2019,222244,55,60,55-59,Not Classified,0,0
Idaho,2019,222244,55,60,55-59,Other Causes,149,6.70434297438851e-4
Idaho,2019,222244,55,60,55-59,Other External Causes,23,1.034898579939166e-4
Idaho,2019,222244,55,60,55-59,Other Respiratory,49,2.204783931174745e-4
Idaho,2019,222244,55,60,55-59,Suicide,30,1.3498677129641294e-4
Idaho,2019,222244,55,60,55-59,Transport,21,9.449073990748906e-5
Idaho,2020,221198,55,60,55-59,All Causes,759,0.0034313149305147425
Idaho,2020,221198,55,60,55-59,Circulatory,165,7.459380283727701e-4
Idaho,2020,221198,55,60,55-59,COVID-19,39,1.763126248881093e-4
Idaho,2020,221198,55,60,55-59,Dementia,0,0
Idaho,2020,221198,55,60,55-59,Diabetes,27,1.2206258646099874e-4
Idaho,2020,221198,55,60,55-59,Drugs,32,1.4466676913896148e-4
Idaho,2020,221198,55,60,55-59,External Causes,105,4.7468783623721733e-4
Idaho,2020,221198,55,60,55-59,Homicide,0,0
Idaho,2020,221198,55,60,55-59,Influenza,0,0
Idaho,2020,221198,55,60,55-59,Neoplasms,179,8.092297398710657e-4
Idaho,2020,221198,55,60,55-59,Non COVID-19,720,0.0032550023056266333
Idaho,2020,221198,55,60,55-59,Not Classified,0,0
Idaho,2020,221198,55,60,55-59,Other Causes,182,8.227922494778434e-4
Idaho,2020,221198,55,60,55-59,Other External Causes,20,9.041673071185093e-5
Idaho,2020,221198,55,60,55-59,Other Respiratory,42,1.8987513449488693e-4
Idaho,2020,221198,55,60,55-59,Suicide,37,1.672709518169242e-4
Idaho,2020,221198,55,60,55-59,Transport,16,7.233338456948074e-5
Idaho,2019,220426,60,65,60-64,All Causes,971,0.00440510647564262
Idaho,2019,220426,60,65,60-64,Circulatory,234,0.0010615807572609403
Idaho,2019,220426,60,65,60-64,COVID-19,0,0
Idaho,2019,220426,60,65,60-64,Dementia,0,0
Idaho,2019,220426,60,65,60-64,Diabetes,40,1.8146679611298123e-4
Idaho,2019,220426,60,65,60-64,Drugs,13,5.8976708736718896e-5
Idaho,2019,220426,60,65,60-64,External Causes,80,3.6293359222596246e-4
Idaho,2019,220426,60,65,60-64,Homicide,0,0
Idaho,2019,220426,60,65,60-64,Influenza,17,7.712338834801702e-5
Idaho,2019,220426,60,65,60-64,Neoplasms,308,0.0013972943300699554
Idaho,2019,220426,60,65,60-64,Non COVID-19,971,0.00440510647564262
Idaho,2019,220426,60,65,60-64,Not Classified,0,0
Idaho,2019,220426,60,65,60-64,Other Causes,205,9.300173300790288e-4
Idaho,2019,220426,60,65,60-64,Other External Causes,29,1.3156342718191139e-4
Idaho,2019,220426,60,65,60-64,Other Respiratory,77,3.4932358251748885e-4
Idaho,2019,220426,60,65,60-64,Suicide,23,1.0434340776496421e-4
Idaho,2019,220426,60,65,60-64,Transport,15,6.805004854236796e-5
Idaho,2020,226600,60,65,60-64,All Causes,1164,0.005136804942630186
Idaho,2020,226600,60,65,60-64,Circulatory,276,0.0012180052956751986
Idaho,2020,226600,60,65,60-64,COVID-19,96,4.236540158870256e-4
Idaho,2020,226600,60,65,60-64,Dementia,20,8.8261253309797e-5
Idaho,2020,226600,60,65,60-64,Diabetes,49,2.1624007060900264e-4
Idaho,2020,226600,60,65,60-64,Drugs,19,8.384819064430715e-5
Idaho,2020,226600,60,65,60-64,External Causes,102,4.501323918799647e-4
Idaho,2020,226600,60,65,60-64,Homicide,0,0
Idaho,2020,226600,60,65,60-64,Influenza,0,0
Idaho,2020,226600,60,65,60-64,Neoplasms,298,0.0013150926743159754
Idaho,2020,226600,60,65,60-64,Non COVID-19,1068,0.00471315092674316
Idaho,2020,226600,60,65,60-64,Not Classified,0,0
Idaho,2020,226600,60,65,60-64,Other Causes,223,9.841129744042366e-4
Idaho,2020,226600,60,65,60-64,Other External Causes,36,1.588702559576346e-4
Idaho,2020,226600,60,65,60-64,Other Respiratory,89,3.9276257722859663e-4
Idaho,2020,226600,60,65,60-64,Suicide,28,1.235657546337158e-4
Idaho,2020,226600,60,65,60-64,Transport,19,8.384819064430715e-5
Idaho,2019,198342,65,70,65-69,All Causes,1212,0.006110657349426747
Idaho,2019,198342,65,70,65-69,Circulatory,275,0.0013864940355547489
Idaho,2019,198342,65,70,65-69,COVID-19,0,0
Idaho,2019,198342,65,70,65-69,Dementia,37,1.865464702382753e-4
Idaho,2019,198342,65,70,65-69,Diabetes,49,2.470480281533916e-4
Idaho,2019,198342,65,70,65-69,Drugs,0,0
Idaho,2019,198342,65,70,65-69,External Causes,77,3.882183299553297e-4
Idaho,2019,198342,65,70,65-69,Homicide,0,0
Idaho,2019,198342,65,70,65-69,Influenza,14,7.058515090096904e-5
Idaho,2019,198342,65,70,65-69,Neoplasms,388,0.0019562170392554276
Idaho,2019,198342,65,70,65-69,Non COVID-19,1212,0.006110657349426747
Idaho,2019,198342,65,70,65-69,Not Classified,0,0
Idaho,2019,198342,65,70,65-69,Other Causes,235,0.0011848221758376945
Idaho,2019,198342,65,70,65-69,Other External Causes,28,1.4117030180193807e-4
Idaho,2019,198342,65,70,65-69,Other Respiratory,131,6.604753405733532e-4
Idaho,2019,198342,65,70,65-69,Suicide,21,1.0587772635145356e-4
Idaho,2019,198342,65,70,65-69,Transport,19,9.579413336560083e-5
Idaho,2020,207320,65,70,65-69,All Causes,1398,0.006743198919544665
Idaho,2020,207320,65,70,65-69,Circulatory,320,0.001543507621068879
Idaho,2020,207320,65,70,65-69,COVID-19,126,6.077561257958711e-4
Idaho,2020,207320,65,70,65-69,Dementia,34,1.639976847385684e-4
Idaho,2020,207320,65,70,65-69,Diabetes,53,2.556434497395331e-4
Idaho,2020,207320,65,70,65-69,Drugs,13,6.270499710592321e-5
Idaho,2020,207320,65,70,65-69,External Causes,87,4.196411344781015e-4
Idaho,2020,207320,65,70,65-69,Homicide,0,0
Idaho,2020,207320,65,70,65-69,Influenza,11,5.305807447424272e-5
Idaho,2020,207320,65,70,65-69,Neoplasms,397,0.0019149141423885781
Idaho,2020,207320,65,70,65-69,Non COVID-19,1272,0.006135442793748794
Idaho,2020,207320,65,70,65-69,Not Classified,0,0
Idaho,2020,207320,65,70,65-69,Other Causes,249,0.0012010418676442216
Idaho,2020,207320,65,70,65-69,Other External Causes,31,1.4952730079104766e-4
Idaho,2020,207320,65,70,65-69,Other Respiratory,115,5.546980513216284e-4
Idaho,2020,207320,65,70,65-69,Suicide,17,8.19988423692842e-5
Idaho,2020,207320,65,70,65-69,Transport,22,1.0611614894848543e-4
Idaho,2019,158324,70,75,70-74,All Causes,1570,0.009916374017836842
Idaho,2019,158324,70,75,70-74,Circulatory,413,0.0026085748212526213
Idaho,2019,158324,70,75,70-74,COVID-19,0,0
Idaho,2019,158324,70,75,70-74,Dementia,71,4.48447487430838e-4
Idaho,2019,158324,70,75,70-74,Diabetes,53,3.347565751244284e-4
Idaho,2019,158324,70,75,70-74,Drugs,0,0
Idaho,2019,158324,70,75,70-74,External Causes,74,4.673959728152396e-4
Idaho,2019,158324,70,75,70-74,Homicide,0,0
Idaho,2019,158324,70,75,70-74,Influenza,22,1.3895555948561177e-4
Idaho,2019,158324,70,75,70-74,Neoplasms,451,0.0028485889694550414
Idaho,2019,158324,70,75,70-74,Non COVID-19,1570,0.009916374017836842
Idaho,2019,158324,70,75,70-74,Not Classified,10,6.316161794800536e-5
Idaho,2019,158324,70,75,70-74,Other Causes,276,0.0017432606553649478
Idaho,2019,158324,70,75,70-74,Other External Causes,36,2.273818246128193e-4
Idaho,2019,158324,70,75,70-74,Other Respiratory,200,0.001263232358960107
Idaho,2019,158324,70,75,70-74,Suicide,16,1.0105858871680857e-4
Idaho,2019,158324,70,75,70-74,Transport,15,9.474242692200804e-5
Idaho,2020,168920,70,75,70-74,All Causes,1933,0.011443286762964718
Idaho,2020,168920,70,75,70-74,Circulatory,430,0.0025455837082642672
Idaho,2020,168920,70,75,70-74,COVID-19,228,0.0013497513615912857
Idaho,2020,168920,70,75,70-74,Dementia,117,6.926355671323704e-4
Idaho,2020,168920,70,75,70-74,Diabetes,78,0.00046175704475491356
Idaho,2020,168920,70,75,70-74,Drugs,0,0
Idaho,2020,168920,70,75,70-74,External Causes,75,4.4399715841818613e-4
Idaho,2020,168920,70,75,70-74,Homicide,0,0
Idaho,2020,168920,70,75,70-74,Influenza,18,1.0655931802036468e-4
Idaho,2020,168920,70,75,70-74,Neoplasms,498,0.0029481411318967557
Idaho,2020,168920,70,75,70-74,Non COVID-19,1705,0.010093535401373432
Idaho,2020,168920,70,75,70-74,Not Classified,0,0
Idaho,2020,168920,70,75,70-74,Other Causes,307,0.0018174283684584418
Idaho,2020,168920,70,75,70-74,Other External Causes,39,2.3087852237745678e-4
Idaho,2020,168920,70,75,70-74,Other Respiratory,177,0.0010478332938669193
Idaho,2020,168920,70,75,70-74,Suicide,17,1.0063935590812218e-4
Idaho,2020,168920,70,75,70-74,Transport,12,7.103954534690978e-5
Idaho,2019,106968,75,80,75-79,All Causes,1878,0.017556652456809513
Idaho,2019,106968,75,80,75-79,Circulatory,502,0.004692992296761648
Idaho,2019,106968,75,80,75-79,COVID-19,0,0
Idaho,2019,106968,75,80,75-79,Dementia,144,0.0013461969934933811
Idaho,2019,106968,75,80,75-79,Diabetes,68,6.357041358163189e-4
Idaho,2019,106968,75,80,75-79,Drugs,0,0
Idaho,2019,106968,75,80,75-79,External Causes,115,0.0010750878767481864
Idaho,2019,106968,75,80,75-79,Homicide,0,0
Idaho,2019,106968,75,80,75-79,Influenza,25,2.3371475581482313e-4
Idaho,2019,106968,75,80,75-79,Neoplasms,454,0.004244259965597188
Idaho,2019,106968,75,80,75-79,Non COVID-19,1878,0.017556652456809513
Idaho,2019,106968,75,80,75-79,Not Classified,0,0
Idaho,2019,106968,75,80,75-79,Other Causes,284,0.0026549996260563907
Idaho,2019,106968,75,80,75-79,Other External Causes,68,6.357041358163189e-4
Idaho,2019,106968,75,80,75-79,Other Respiratory,278,0.002598908084660833
Idaho,2019,106968,75,80,75-79,Suicide,22,2.0566898511704436e-4
Idaho,2019,106968,75,80,75-79,Transport,18,1.6827462418667264e-4
Idaho,2020,112728,75,80,75-79,All Causes,2171,0.01925874671776311
Idaho,2020,112728,75,80,75-79,Circulatory,531,0.004710453480945284
Idaho,2020,112728,75,80,75-79,COVID-19,268,0.002377404016748279
Idaho,2020,112728,75,80,75-79,Dementia,196,0.0017386984600099354
Idaho,2020,112728,75,80,75-79,Diabetes,68,6.032219146973245e-4
Idaho,2020,112728,75,80,75-79,Drugs,0,0
Idaho,2020,112728,75,80,75-79,External Causes,73,6.475764672485984e-4
Idaho,2020,112728,75,80,75-79,Homicide,0,0
Idaho,2020,112728,75,80,75-79,Influenza,18,1.596763891845859e-4
Idaho,2020,112728,75,80,75-79,Neoplasms,472,0.004187069760840253
Idaho,2020,112728,75,80,75-79,Non COVID-19,1903,0.016881342701014834
Idaho,2020,112728,75,80,75-79,Not Classified,14,1.2419274714356682e-4
Idaho,2020,112728,75,80,75-79,Other Causes,348,0.003087076857568661
Idaho,2020,112728,75,80,75-79,Other External Causes,51,4.524164360229934e-4
Idaho,2020,112728,75,80,75-79,Other Respiratory,183,0.0016233766233766235
Idaho,2020,112728,75,80,75-79,Suicide,10,8.870910510254773e-5
Idaho,2020,112728,75,80,75-79,Transport,0,0
Idaho,2019,64780,80,85,80-84,All Causes,1990,0.030719357826489657
Idaho,2019,64780,80,85,80-84,Circulatory,575,0.008876196356900278
Idaho,2019,64780,80,85,80-84,COVID-19,0,0
Idaho,2019,64780,80,85,80-84,Dementia,242,0.0037357209015128124
Idaho,2019,64780,80,85,80-84,Diabetes,60,9.262117937635072e-4
Idaho,2019,64780,80,85,80-84,Drugs,0,0
Idaho,2019,64780,80,85,80-84,External Causes,97,0.0014973757332510033
Idaho,2019,64780,80,85,80-84,Homicide,0,0
Idaho,2019,64780,80,85,80-84,Influenza,40,6.174745291756715e-4
Idaho,2019,64780,80,85,80-84,Neoplasms,418,0.006452608829885767
Idaho,2019,64780,80,85,80-84,Non COVID-19,1990,0.030719357826489657
Idaho,2019,64780,80,85,80-84,Not Classified,13,2.0067922198209324e-4
Idaho,2019,64780,80,85,80-84,Other Causes,319,0.00492435937017598
Idaho,2019,64780,80,85,80-84,Other External Causes,66,0.0010188329731398579
Idaho,2019,64780,80,85,80-84,Other Respiratory,226,0.003488731089842544
Idaho,2019,64780,80,85,80-84,Suicide,16,2.469898116702686e-4
Idaho,2019,64780,80,85,80-84,Transport,14,2.1611608521148503e-4
Idaho,2020,68364,80,85,80-84,All Causes,2314,0.033848224211573345
Idaho,2020,68364,80,85,80-84,Circulatory,657,0.009610321221695629
Idaho,2020,68364,80,85,80-84,COVID-19,276,0.004037212568018255
Idaho,2020,68364,80,85,80-84,Dementia,271,0.003964074659177344
Idaho,2020,68364,80,85,80-84,Diabetes,66,9.654203967000176e-4
Idaho,2020,68364,80,85,80-84,Drugs,0,0
Idaho,2020,68364,80,85,80-84,External Causes,89,0.0013018547773682055
Idaho,2020,68364,80,85,80-84,Homicide,0,0
Idaho,2020,68364,80,85,80-84,Influenza,22,3.2180679890000583e-4
Idaho,2020,68364,80,85,80-84,Neoplasms,394,0.0057632672166637415
Idaho,2020,68364,80,85,80-84,Non COVID-19,2038,0.029811011643555086
Idaho,2020,68364,80,85,80-84,Not Classified,10,1.4627581768182084e-4
Idaho,2020,68364,80,85,80-84,Other Causes,338,0.0049441226376455445
Idaho,2020,68364,80,85,80-84,Other External Causes,62,9.069100696272892e-4
Idaho,2020,68364,80,85,80-84,Other Respiratory,191,0.0027938681177227783
Idaho,2020,68364,80,85,80-84,Suicide,12,1.75530981218185e-4
Idaho,2020,68364,80,85,80-84,Transport,12,1.75530981218185e-4
Idaho,2019,59838,85,Inf,85+,All Causes,4495,0.07511948928774358
Idaho,2019,59838,85,Inf,85+,Circulatory,1630,0.027240215247835823
Idaho,2019,59838,85,Inf,85+,COVID-19,0,0
Idaho,2019,59838,85,Inf,85+,Dementia,899,0.015023897857548716
Idaho,2019,59838,85,Inf,85+,Diabetes,83,0.0013870784451351984
Idaho,2019,59838,85,Inf,85+,Drugs,0,0
Idaho,2019,59838,85,Inf,85+,External Causes,181,0.0030248337177044685
Idaho,2019,59838,85,Inf,85+,Homicide,0,0
Idaho,2019,59838,85,Inf,85+,Influenza,78,0.0013035195026571743
Idaho,2019,59838,85,Inf,85+,Neoplasms,505,0.008439453190280425
Idaho,2019,59838,85,Inf,85+,Non COVID-19,4495,0.07511948928774358
Idaho,2019,59838,85,Inf,85+,Not Classified,127,0.0021223971389418097
Idaho,2019,59838,85,Inf,85+,Other Causes,619,0.01034459707877937
Idaho,2019,59838,85,Inf,85+,Other External Causes,155,0.002590327216818744
Idaho,2019,59838,85,Inf,85+,Other Respiratory,334,0.005581737357532003
Idaho,2019,59838,85,Inf,85+,Suicide,0,0
Idaho,2019,59838,85,Inf,85+,Transport,10,1.67117884956048e-4
Idaho,2020,61464,85,Inf,85+,All Causes,5069,0.0824710399583496
Idaho,2020,61464,85,Inf,85+,Circulatory,1668,0.027137836782506832
Idaho,2020,61464,85,Inf,85+,COVID-19,560,0.009111024339450735
Idaho,2020,61464,85,Inf,85+,Dementia,901,0.014658987374723416
Idaho,2020,61464,85,Inf,85+,Diabetes,92,0.0014968111414811922
Idaho,2020,61464,85,Inf,85+,Drugs,0,0
Idaho,2020,61464,85,Inf,85+,External Causes,201,0.0032702069504099963
Idaho,2020,61464,85,Inf,85+,Homicide,0,0
Idaho,2020,61464,85,Inf,85+,Influenza,58,9.43641806585969e-4
Idaho,2020,61464,85,Inf,85+,Neoplasms,553,0.008997136535207602
Idaho,2020,61464,85,Inf,85+,Non COVID-19,4509,0.07336001561889886
Idaho,2020,61464,85,Inf,85+,Not Classified,86,0.0013991930235585058
Idaho,2020,61464,85,Inf,85+,Other Causes,608,0.009891969282832227
Idaho,2020,61464,85,Inf,85+,Other External Causes,178,0.002896004165039698
Idaho,2020,61464,85,Inf,85+,Other Respiratory,306,0.004978524014057009
Idaho,2020,61464,85,Inf,85+,Suicide,0,0
Idaho,2020,61464,85,Inf,85+,Transport,0,0
Illinois,2019,1840884,25,30,25-29,All Causes,1049,5.69834927132834e-4
Illinois,2019,1840884,25,30,25-29,Circulatory,65,3.530912322558075e-5
Illinois,2019,1840884,25,30,25-29,COVID-19,0,0
Illinois,2019,1840884,25,30,25-29,Dementia,0,0
Illinois,2019,1840884,25,30,25-29,Diabetes,17,9.234693766690352e-6
Illinois,2019,1840884,25,30,25-29,Drugs,279,1.5155762122980046e-4
Illinois,2019,1840884,25,30,25-29,External Causes,747,4.0578330845398187e-4
Illinois,2019,1840884,25,30,25-29,Homicide,165,8.963085126493576e-5
Illinois,2019,1840884,25,30,25-29,Influenza,0,0
Illinois,2019,1840884,25,30,25-29,Neoplasms,66,3.58523405059743e-5
Illinois,2019,1840884,25,30,25-29,Non COVID-19,1049,5.69834927132834e-4
Illinois,2019,1840884,25,30,25-29,Not Classified,20,1.0864345607871001e-5
Illinois,2019,1840884,25,30,25-29,Other Causes,113,6.138355268447115e-5
Illinois,2019,1840884,25,30,25-29,Other External Causes,46,2.4987994898103304e-5
Illinois,2019,1840884,25,30,25-29,Other Respiratory,13,7.0618246451161505e-6
Illinois,2019,1840884,25,30,25-29,Suicide,123,6.681572548840666e-5
Illinois,2019,1840884,25,30,25-29,Transport,134,7.279111557273571e-5
Illinois,2020,1812580,25,30,25-29,All Causes,1314,7.249335201756612e-4
Illinois,2020,1812580,25,30,25-29,Circulatory,67,3.696388573194011e-5
Illinois,2020,1812580,25,30,25-29,COVID-19,37,2.041289212062364e-5
Illinois,2020,1812580,25,30,25-29,Dementia,0,0
Illinois,2020,1812580,25,30,25-29,Diabetes,16,8.827196592702114e-6
Illinois,2020,1812580,25,30,25-29,Drugs,345,1.9033642653013935e-4
Illinois,2020,1812580,25,30,25-29,External Causes,973,5.368038927936973e-4
Illinois,2020,1812580,25,30,25-29,Homicide,290,1.5999293824272583e-4
Illinois,2020,1812580,25,30,25-29,Influenza,0,0
Illinois,2020,1812580,25,30,25-29,Neoplasms,52,2.8688388926281873e-5
Illinois,2020,1812580,25,30,25-29,Non COVID-19,1277,7.045206280550376e-4
Illinois,2020,1812580,25,30,25-29,Not Classified,17,9.378896379745997e-6
Illinois,2020,1812580,25,30,25-29,Other Causes,129,7.116927252866081e-5
Illinois,2020,1812580,25,30,25-29,Other External Causes,41,2.2619691268799172e-5
Illinois,2020,1812580,25,30,25-29,Other Respiratory,17,9.378896379745997e-6
Illinois,2020,1812580,25,30,25-29,Suicide,144,7.944476933431904e-5
Illinois,2020,1812580,25,30,25-29,Transport,153,8.441006741771398e-5
Illinois,2019,1755732,30,35,30-34,All Causes,1170,6.663887199185297e-4
Illinois,2019,1755732,30,35,30-34,Circulatory,106,6.037367889860184e-5
Illinois,2019,1755732,30,35,30-34,COVID-19,0,0
Illinois,2019,1755732,30,35,30-34,Dementia,0,0
Illinois,2019,1755732,30,35,30-34,Diabetes,20,1.1391260169547517e-5
Illinois,2019,1755732,30,35,30-34,Drugs,309,1.7599496961950912e-4
Illinois,2019,1755732,30,35,30-34,External Causes,728,4.146418701715296e-4
Illinois,2019,1755732,30,35,30-34,Homicide,126,7.176493906814936e-5
Illinois,2019,1755732,30,35,30-34,Influenza,10,5.695630084773758e-6
Illinois,2019,1755732,30,35,30-34,Neoplasms,81,4.6134603686667444e-5
Illinois,2019,1755732,30,35,30-34,Non COVID-19,1170,6.663887199185297e-4
Illinois,2019,1755732,30,35,30-34,Not Classified,23,1.3099949194979645e-5
Illinois,2019,1755732,30,35,30-34,Other Causes,170,9.68257114411539e-5
Illinois,2019,1755732,30,35,30-34,Other External Causes,68,3.8730284576461554e-5
Illinois,2019,1755732,30,35,30-34,Other Respiratory,32,1.8226016271276025e-5
Illinois,2019,1755732,30,35,30-34,Suicide,124,7.06258130511946e-5
Illinois,2019,1755732,30,35,30-34,Transport,101,5.752586385621496e-5
Illinois,2020,1751378,30,35,30-34,All Causes,1398,7.982285948550228e-4
Illinois,2020,1751378,30,35,30-34,Circulatory,95,5.4243001796299826e-5
Illinois,2020,1751378,30,35,30-34,COVID-19,78,4.453635936959354e-5
Illinois,2020,1751378,30,35,30-34,Dementia,0,0
Illinois,2020,1751378,30,35,30-34,Diabetes,33,1.884230588713573e-5
Illinois,2020,1751378,30,35,30-34,Drugs,355,2.026975330282783e-4
Illinois,2020,1751378,30,35,30-34,External Causes,853,4.870450582341448e-4
Illinois,2020,1751378,30,35,30-34,Homicide,222,1.2675733051345855e-4
Illinois,2020,1751378,30,35,30-34,Influenza,0,0
Illinois,2020,1751378,30,35,30-34,Neoplasms,75,4.2823422470763024e-5
Illinois,2020,1751378,30,35,30-34,Non COVID-19,1320,7.536922354854292e-4
Illinois,2020,1751378,30,35,30-34,Not Classified,29,1.655839002202837e-5
Illinois,2020,1751378,30,35,30-34,Other Causes,202,1.1533775118792175e-4
Illinois,2020,1751378,30,35,30-34,Other External Causes,55,3.1403843145226215e-5
Illinois,2020,1751378,30,35,30-34,Other Respiratory,24,1.3703495190644167e-5
Illinois,2020,1751378,30,35,30-34,Suicide,113,6.452062318928296e-5
Illinois,2020,1751378,30,35,30-34,Transport,108,6.166572835789875e-5
Illinois,2019,1729492,35,40,35-39,All Causes,1380,7.979221644274735e-4
Illinois,2019,1729492,35,40,35-39,Circulatory,222,1.2836139166876747e-4
Illinois,2019,1729492,35,40,35-39,COVID-19,0,0
Illinois,2019,1729492,35,40,35-39,Dementia,0,0
Illinois,2019,1729492,35,40,35-39,Diabetes,33,1.9080747410222194e-5
Illinois,2019,1729492,35,40,35-39,Drugs,342,1.9774592770593907e-4
Illinois,2019,1729492,35,40,35-39,External Causes,674,3.8970981074211387e-4
Illinois,2019,1729492,35,40,35-39,Homicide,88,5.088199309392585e-5
Illinois,2019,1729492,35,40,35-39,Influenza,18,1.0407680405575742e-5
Illinois,2019,1729492,35,40,35-39,Neoplasms,151,8.730887451344094e-5
Illinois,2019,1729492,35,40,35-39,Non COVID-19,1380,7.979221644274735e-4
Illinois,2019,1729492,35,40,35-39,Not Classified,24,1.3876907207434322e-5
Illinois,2019,1729492,35,40,35-39,Other Causes,237,1.3703445867341394e-4
Illinois,2019,1729492,35,40,35-39,Other External Causes,59,3.4114063551609375e-5
Illinois,2019,1729492,35,40,35-39,Other Respiratory,21,1.2142293806505031e-5
Illinois,2019,1729492,35,40,35-39,Suicide,98,5.666403776369015e-5
Illinois,2019,1729492,35,40,35-39,Transport,87,5.030378862694942e-5
Illinois,2020,1712364,35,40,35-39,All Causes,1741,0.0010167230799059078
Illinois,2020,1712364,35,40,35-39,Circulatory,235,1.3723717620786233e-4
Illinois,2020,1712364,35,40,35-39,COVID-19,117,6.832659411199956e-5
Illinois,2020,1712364,35,40,35-39,Dementia,0,0
Illinois,2020,1712364,35,40,35-39,Diabetes,53,3.0951363144751936e-5
Illinois,2020,1712364,35,40,35-39,Drugs,396,2.3125924160984464e-4
Illinois,2020,1712364,35,40,35-39,External Causes,797,4.654384231390055e-4
Illinois,2020,1712364,35,40,35-39,Homicide,129,7.533444991835848e-5
Illinois,2020,1712364,35,40,35-39,Influenza,19,1.1095771693401637e-5
Illinois,2020,1712364,35,40,35-39,Neoplasms,152,8.87661735472131e-5
Illinois,2020,1712364,35,40,35-39,Non COVID-19,1624,9.483964857939083e-4
Illinois,2020,1712364,35,40,35-39,Not Classified,26,1.5183687580444344e-5
Illinois,2020,1712364,35,40,35-39,Other Causes,320,1.868761548362381e-4
Illinois,2020,1712364,35,40,35-39,Other External Causes,56,3.2703327096341666e-5
Illinois,2020,1712364,35,40,35-39,Other Respiratory,21,1.2263747661128124e-5
Illinois,2020,1712364,35,40,35-39,Suicide,107,6.248671427336711e-5
Illinois,2020,1712364,35,40,35-39,Transport,109,6.36546902410936e-5
Illinois,2019,1596274,40,45,40-44,All Causes,1702,0.0010662329900756387
Illinois,2019,1596274,40,45,40-44,Circulatory,352,2.205135208617067e-4
Illinois,2019,1596274,40,45,40-44,COVID-19,0,0
Illinois,2019,1596274,40,45,40-44,Dementia,0,0
Illinois,2019,1596274,40,45,40-44,Diabetes,33,2.0673142580785e-5
Illinois,2019,1596274,40,45,40-44,Drugs,313,1.9608162508441532e-4
Illinois,2019,1596274,40,45,40-44,External Causes,663,4.1534222821395324e-4
Illinois,2019,1596274,40,45,40-44,Homicide,70,4.3852120625907584e-5
Illinois,2019,1596274,40,45,40-44,Influenza,23,1.4408553919941064e-5
Illinois,2019,1596274,40,45,40-44,Neoplasms,263,1.6475868178019562e-4
Illinois,2019,1596274,40,45,40-44,Non COVID-19,1702,0.0010662329900756387
Illinois,2019,1596274,40,45,40-44,Not Classified,18,1.1276259589519092e-5
Illinois,2019,1596274,40,45,40-44,Other Causes,316,1.9796100168266851e-4
Illinois,2019,1596274,40,45,40-44,Other External Causes,67,4.19727440276544e-5
Illinois,2019,1596274,40,45,40-44,Other Respiratory,34,2.1299601446869397e-5
Illinois,2019,1596274,40,45,40-44,Suicide,125,7.830735826054926e-5
Illinois,2019,1596274,40,45,40-44,Transport,88,5.512838021542667e-5
Illinois,2020,1614596,40,45,40-44,All Causes,2079,0.0012876286080233073
Illinois,2020,1614596,40,45,40-44,Circulatory,380,2.3535299232749245e-4
Illinois,2020,1614596,40,45,40-44,COVID-19,199,1.2325064598202895e-4
